SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,939 N 101st St #302,Seattle,WA,98133,299000,1,1.0,Greenwood,677,,1979,57,442,285,Active,,,https://www.redfin.com/WA/Seattle/939-N-101st-St-98133/unit-302/home/12091885,NWMLS as Distributed by MLS Grid,2294594,N,Y,47.7019869,-122.3456041
MLS Listing,,Condo/Co-op,610 Aloha St #302,Seattle,WA,98109,375000,1,1.0,Queen Anne,523,,1974,64,717,350,Active,,,https://www.redfin.com/WA/Seattle/610-Aloha-St-98109/unit-302/home/62599,NWMLS as Distributed by MLS Grid,2292535,N,Y,47.6273902,-122.3443059
MLS Listing,,Condo/Co-op,530 Broadway E #121,Seattle,WA,98102,649950,1,1.5,Broadway,913,,2007,104,712,727,Active,,,https://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-121/home/21616765,NWMLS as Distributed by MLS Grid,2276005,N,Y,47.623758,-122.3207688
MLS Listing,,Condo/Co-op,425 23rd Ave S Unit A109,Seattle,WA,98144,330000,1,1.0,Seattle,596,,2005,120,554,383,Active,,,https://www.redfin.com/WA/Seattle/425-23rd-Ave-S-98144/unit-A109/home/2091148,NWMLS as Distributed by MLS Grid,2268753,N,Y,47.5982517,-122.302551
MLS Listing,,Condo/Co-op,626 4th Ave W #104,Seattle,WA,98119,326000,1,1.0,Queen Anne,553,,1996,130,590,582,Active,,,https://www.redfin.com/WA/Seattle/626-4th-Ave-W-98119/unit-104/home/12091096,NWMLS as Distributed by MLS Grid,2265097,N,Y,47.6254273,-122.3616011
MLS Listing,,Condo/Co-op,1808 Minor Ave #500,Seattle,WA,98101,360000,1,1.0,Denny Triangle,310,,2020,133,1161,352,Active,,,https://www.redfin.com/WA/Seattle/1808-Minor-Ave-98101/unit-500/home/171367036,NWMLS as Distributed by MLS Grid,2264412,N,Y,47.61699,-122.3305817
MLS Listing,,Condo/Co-op,1000 Aurora Ave N #311,Seattle,WA,98109,374950,1,1.0,Seattle,762,,1999,147,492,656,Active,,,https://www.redfin.com/WA/Seattle/1000-Aurora-Ave-N-98109/unit-311/home/190499379,NWMLS as Distributed by MLS Grid,2251823,N,Y,47.6282339,-122.3431942
MLS Listing,,Condo/Co-op,76 Cedar St #809,Seattle,WA,98121,398000,1,1.0,Belltown,588,,2008,239,677,515,Active,,,https://www.redfin.com/WA/Seattle/76-Cedar-St-98121/unit-809/home/17383362,NWMLS as Distributed by MLS Grid,2202245,N,Y,47.6154974,-122.3515229
MLS Listing,,Condo/Co-op,2510 6th Ave #2603,Seattle,WA,98121,635000,1,1.0,Denny Triangle,677,,2021,1,938,668,Active,,,https://www.redfin.com/WA/Seattle/2510-6th-Ave-98121/unit-2603/home/185436432,NWMLS as Distributed by MLS Grid,2311896,N,Y,47.6182832,-122.344644
MLS Listing,,Condo/Co-op,909 5th Ave #805,Seattle,WA,98164,525000,1,1.0,Downtown,808,,2008,1,650,1013,Active,,,https://www.redfin.com/WA/Seattle/909-5th-Ave-98164/unit-805/home/17381518,NWMLS as Distributed by MLS Grid,2312138,N,Y,47.6062753,-122.332007
MLS Listing,,Condo/Co-op,125 Warren Ave N Unit N,Seattle,WA,98109,299000,1,1.0,Queen Anne,590,,1907,1,507,611,Active,,,https://www.redfin.com/WA/Seattle/125-Warren-Ave-N-98109/unit-N/home/12306647,NWMLS as Distributed by MLS Grid,2311831,N,Y,47.6194111,-122.3544142
MLS Listing,,Condo/Co-op,1105 Spring St #701,Seattle,WA,98104,279000,1,1.0,First Hill,,,1950,1,,669,Active,December-8-2024 11:00 AM,December-8-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-701/home/12318360,NWMLS as Distributed by MLS Grid,2312422,N,Y,47.6099647,-122.3252977
MLS Listing,,Condo/Co-op,108 5th Ave S #511,Seattle,WA,98104,364000,1,1.0,International District,693,,2001,1,525,593,Active,,,https://www.redfin.com/WA/Seattle/108-5th-Ave-S-98104/unit-511/home/17087423,NWMLS as Distributed by MLS Grid,2312376,N,Y,47.6013297,-122.3272284
MLS Listing,,Condo/Co-op,76 Cedar St #5,Seattle,WA,98121,599000,1,1.5,Belltown,918,,2008,2,653,925,Active,,,https://www.redfin.com/WA/Seattle/76-Cedar-St-98121/unit-5/home/12537364,NWMLS as Distributed by MLS Grid,2311920,N,Y,47.6154974,-122.3515229
MLS Listing,,Condo/Co-op,1545 NW 57th St #505,Seattle,WA,98107,425000,1,1.0,Ballard,669,,2004,3,635,470,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1545-NW-57th-St-98107/unit-505/home/146979663,NWMLS as Distributed by MLS Grid,2308768,N,Y,47.6699146,-122.3784177
MLS Listing,,Condo/Co-op,10601 Bagley Ave N #201,Seattle,WA,98133,340000,1,1.5,Northgate,852,,1979,3,399,322,Active,,,https://www.redfin.com/WA/Seattle/10601-Bagley-Ave-N-98133/unit-201/home/31487,NWMLS as Distributed by MLS Grid,2310456,N,Y,47.7061522,-122.3329089
MLS Listing,,Condo/Co-op,590 1st Ave S #607,Seattle,WA,98104,589000,1,1.0,Pioneer Square,821,,2018,3,717,880,Active,,,https://www.redfin.com/WA/Seattle/590-1st-Ave-S-98104/unit-607/home/145709146,NWMLS as Distributed by MLS Grid,2311696,N,Y,47.5959742,-122.3336151
MLS Listing,,Condo/Co-op,11550 Stone Ave N #103,Seattle,WA,98133,293000,1,1.0,Northgate,648,,2000,4,452,426,Active,,,https://www.redfin.com/WA/Seattle/11550-Stone-Ave-N-98133/unit-103/home/2078147,NWMLS as Distributed by MLS Grid,2311700,N,Y,47.713939,-122.341618
MLS Listing,,Condo/Co-op,2727 Franklin Ave E #102,Seattle,WA,98102,326000,1,1.0,Eastlake,466,,1988,4,700,380,Active,,,https://www.redfin.com/WA/Seattle/2727-Franklin-Ave-E-98102/unit-102/home/43837,NWMLS as Distributed by MLS Grid,2310064,N,Y,47.6452925,-122.3249062
MLS Listing,,Condo/Co-op,3045 20th Ave W #108,Seattle,WA,98199,380000,1,1.0,Magnolia,785,,1988,6,484,590,Active,,,https://www.redfin.com/WA/Seattle/3045-20th-Ave-W-98199/unit-108/home/12306186,NWMLS as Distributed by MLS Grid,2311379,N,Y,47.6479092,-122.382403
MLS Listing,,Condo/Co-op,76 Cedar St #405,Seattle,WA,98121,535000,1,1.5,Belltown,918,,2008,7,583,813,Active,,,https://www.redfin.com/WA/Seattle/76-Cedar-St-98121/unit-405/home/12537395,NWMLS as Distributed by MLS Grid,2310275,N,Y,47.6154974,-122.3515229
MLS Listing,,Condo/Co-op,1000 Union St #205,Seattle,WA,98101,295000,1,1.0,First Hill,574,,1965,7,514,475,Active,November-23-2024 02:00 PM,November-23-2024 06:00 PM,https://www.redfin.com/WA/Seattle/1000-Union-St-98101/unit-205/home/16912,NWMLS as Distributed by MLS Grid,2310347,N,Y,47.6123139,-122.329039
MLS Listing,,Single Family Residential,5002 46 Ave SW,Seattle,WA,98136,749000,1,1.0,Alaska Junction,1400,5100,1911,8,535,,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/5002-46th-Ave-SW-98136/home/153430,NWMLS as Distributed by MLS Grid,2310109,N,Y,47.5573904,-122.3908695
MLS Listing,,Condo/Co-op,737 Olive Way #3606,Seattle,WA,98101,775000,1,1.0,Downtown,808,,2009,8,959,758,Active,,,https://www.redfin.com/WA/Seattle/737-Olive-Way-98101/unit-3606/home/21882982,NWMLS as Distributed by MLS Grid,2309565,N,Y,47.6138021,-122.3344075
MLS Listing,,Condo/Co-op,1000 Bellevue Pl E #2,Seattle,WA,98102,378000,1,1.0,Capitol Hill,597,,1985,8,633,480,Active,,,https://www.redfin.com/WA/Seattle/1000-Bellevue-Pl-E-98102/unit-2/home/7358,NWMLS as Distributed by MLS Grid,2310646,N,Y,47.627234,-122.3250783
MLS Listing,,Condo/Co-op,3710 27th Pl W #208,Seattle,WA,98199,345000,1,1.0,Magnolia,658,,1968,8,524,507,Active,,,https://www.redfin.com/WA/Seattle/3710-27th-Pl-W-98199/unit-208/home/66802,NWMLS as Distributed by MLS Grid,2309893,N,Y,47.6532847,-122.3911234
MLS Listing,,Condo/Co-op,819 Virginia St #1806,Seattle,WA,98101,495000,1,1.0,Denny Triangle,738,14389,2006,8,671,763,Active,,,https://www.redfin.com/WA/Seattle/819-Virginia-St-98101/unit-1806/home/12304691,NWMLS as Distributed by MLS Grid,2310654,N,Y,47.6160389,-122.3357053
MLS Listing,,Condo/Co-op,2040 43rd Ave E #103,Seattle,WA,98102,550000,1,1.0,Madison Park,553,,1961,9,995,723,Active,,,https://www.redfin.com/WA/Seattle/2040-43rd-Ave-E-98112/unit-103/home/27306,NWMLS as Distributed by MLS Grid,2310714,N,Y,47.6383168,-122.2763533
MLS Listing,,Condo/Co-op,13201 Linden Ave N Unit 410A,Seattle,WA,98133,289500,1,1.0,Bitter Lake,662,,1969,9,437,328,Active,,,https://www.redfin.com/WA/Seattle/13201-Linden-Ave-N-98133/unit-410A/home/52331,NWMLS as Distributed by MLS Grid,2310474,N,Y,47.725471,-122.349235
MLS Listing,,Condo/Co-op,1250 Taylor Ave N #204,Seattle,WA,98109,450000,1,1.0,Queen Anne,882,,1978,9,510,451,Active,,,https://www.redfin.com/WA/Seattle/1250-Taylor-Ave-N-98109/unit-204/home/24297,NWMLS as Distributed by MLS Grid,2310482,N,Y,47.6310523,-122.3458907
MLS Listing,,Condo/Co-op,6300 32nd Ave NW #302,Seattle,WA,98107,475000,1,1.0,Sunset Hill,841,,1997,9,565,568,Active,November-22-2024 03:00 PM,November-22-2024 06:00 PM,https://www.redfin.com/WA/Seattle/6300-32nd-Ave-NW-98107/unit-302/home/193512743,NWMLS as Distributed by MLS Grid,2310393,N,Y,47.6746002,-122.398119
MLS Listing,,Condo/Co-op,2015 Terry Ave #106,Seattle,WA,98121,355000,1,1.0,Denny Triangle,781,,2004,10,455,584,Active,,,https://www.redfin.com/WA/Seattle/2015-Terry-Ave-98121/unit-106/home/12091021,NWMLS as Distributed by MLS Grid,2310246,N,Y,47.6172912,-122.3358101
MLS Listing,,Condo/Co-op,2510 6th Ave #1804,Seattle,WA,98121,809998,1,1.0,Belltown,814,,2021,10,995,925,Active,,,https://www.redfin.com/WA/Seattle/2510-6th-Ave-98121/unit-1804/home/176138990,NWMLS as Distributed by MLS Grid,2307932,N,Y,47.6180481,-122.3445132
MLS Listing,,Condo/Co-op,905 NE 43rd St #108,Seattle,WA,98105,299950,1,1.0,University District,652,,1926,10,460,1079,Active,,,https://www.redfin.com/WA/Seattle/905-NE-43rd-St-98105/unit-108/home/12280751,NWMLS as Distributed by MLS Grid,2309845,N,Y,47.6592429,-122.3185103
MLS Listing,,Condo/Co-op,800 Columbia St #1102,Seattle,WA,98104,495000,1,1.0,First Hill,539,,2023,11,918,567,Active,,,https://www.redfin.com/WA/Seattle/800-Columbia-St-98104/unit-1102/home/193493826,NWMLS as Distributed by MLS Grid,2309901,N,Y,47.6066658,-122.3271698
MLS Listing,,Condo/Co-op,2100 N 106th St #305,Seattle,WA,98133,260000,1,1.0,Northgate,508,,1979,13,512,406,Active,,,https://www.redfin.com/WA/Seattle/2100-N-106th-St-98133/unit-305/home/191929880,NWMLS as Distributed by MLS Grid,2309729,N,Y,47.7061278,-122.3335321
MLS Listing,,Condo/Co-op,1920 4th Ave #1012,Seattle,WA,98101,719000,1,1.5,Seattle,952,,2010,13,755,982,Active,November-23-2024 11:00 AM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1920-4th-Ave-98101/unit-1012/home/28624122,NWMLS as Distributed by MLS Grid,2306899,N,Y,47.6131547,-122.3393871
MLS Listing,,Townhouse,2608 E Cherry St,Seattle,WA,98122,562500,1,1.0,Central Area,590,2342,1926,14,953,217,Active,,,https://www.redfin.com/WA/Seattle/2608-E-Cherry-St-98122/home/39904501,NWMLS as Distributed by MLS Grid,2309525,N,Y,47.6081473,-122.298379
MLS Listing,,Condo/Co-op,125 Warren Ave N Unit J,Seattle,WA,98109,389000,1,1.0,Queen Anne,647,,1907,14,601,660,Active,November-23-2024 11:30 AM,November-23-2024 01:30 PM,https://www.redfin.com/WA/Seattle/125-Warren-Ave-N-98109/unit-J/home/12304968,NWMLS as Distributed by MLS Grid,2309290,N,Y,47.6194111,-122.3544142
MLS Listing,,Condo/Co-op,1820 24th Ave #202,Seattle,WA,98122,299000,1,1.0,Madison Valley,387,,1908,14,773,370,Active,,,https://www.redfin.com/WA/Seattle/1820-24th-Ave-98122/unit-202/home/21617485,NWMLS as Distributed by MLS Grid,2309134,N,Y,47.6183535,-122.3007838
MLS Listing,,Condo/Co-op,7001 Sand Point Way NE Unit B310,Seattle,WA,98115,345000,1,1.0,Sand Point,703,,1970,15,491,610,Active,,,https://www.redfin.com/WA/Seattle/7001-Sand-Point-Way-NE-98115/unit-B-310/home/17073838,NWMLS as Distributed by MLS Grid,2306556,N,Y,47.680287,-122.264389
MLS Listing,,Condo/Co-op,2415 2nd Ave #331,Seattle,WA,98121,475000,1,1.0,Belltown,638,,1994,16,745,677,Active,November-24-2024 01:00 PM,November-24-2024 03:00 PM,https://www.redfin.com/WA/Seattle/2415-2nd-Ave-98121/unit-331/home/191488305,NWMLS as Distributed by MLS Grid,2307256,N,Y,47.6149368,-122.347611
MLS Listing,,Condo/Co-op,2914 E Madison St #209,Seattle,WA,98112,945000,1,1.5,Madison Valley,1036,,2008,16,912,952,Active,,,https://www.redfin.com/WA/Seattle/2914-E-Madison-St-98112/unit-209/home/17381596,NWMLS as Distributed by MLS Grid,2307176,N,Y,47.6247795,-122.2946709
MLS Listing,,Condo/Co-op,450 S Main St #1104,Seattle,WA,98104,435000,1,1.0,International District,555,,2021,19,784,542,Active,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-1104/home/176358980,NWMLS as Distributed by MLS Grid,2307940,N,Y,47.6002447,-122.3280012
MLS Listing,,Condo/Co-op,100 1st Ave S #8,Seattle,WA,98104,610000,1,1.0,Pioneer Square,708,,1985,20,862,534,Active,,,https://www.redfin.com/WA/Seattle/100-1st-Ave-S-98104/unit-8/home/27031,NWMLS as Distributed by MLS Grid,2307781,N,Y,47.6015189,-122.3338617
MLS Listing,,Condo/Co-op,103 Bellevue Ave E #202,Seattle,WA,98102,350000,1,1.0,Capitol Hill,591,,2004,21,592,424,Active,,,https://www.redfin.com/WA/Seattle/103-Bellevue-Ave-E-98102/unit-202/home/2071509,NWMLS as Distributed by MLS Grid,2307519,N,Y,47.6187413,-122.3271159
MLS Listing,,Condo/Co-op,2132 5th Ave #306,Seattle,WA,98121,320000,1,1.0,Seattle,379,,1922,21,844,537,Active,,,https://www.redfin.com/WA/Seattle/2132-5th-Ave-98121/unit-306/home/12091598,NWMLS as Distributed by MLS Grid,2307260,N,Y,47.6153641,-122.3413629
MLS Listing,,Condo/Co-op,2250 NW 58th St #406,Seattle,WA,98107,445549,1,1.0,Ballard,789,,1989,22,565,690,Active,,,https://www.redfin.com/WA/Seattle/2250-NW-58th-St-98107/unit-406/home/27970,NWMLS as Distributed by MLS Grid,2307118,N,Y,47.6710398,-122.3869043
MLS Listing,,Condo/Co-op,5450 Leary Ave NW #247,Seattle,WA,98107,495000,1,1.0,Ballard,793,27583,2007,22,624,567,Active,,,https://www.redfin.com/WA/Seattle/5450-Leary-Ave-NW-98107/unit-247/home/17382586,NWMLS as Distributed by MLS Grid,2307276,N,Y,47.6679047,-122.3832003
MLS Listing,,Condo/Co-op,1420 Terry Ave #1903,Seattle,WA,98101,519550,1,1.0,First Hill,750,15382,2002,22,693,908,Active,,,https://www.redfin.com/WA/Seattle/1420-Terry-Ave-98101/unit-1903/home/2174,NWMLS as Distributed by MLS Grid,2307223,N,Y,47.6126533,-122.3293157
MLS Listing,,Condo/Co-op,1321 Seneca St #802,Seattle,WA,98101,539950,1,1.0,First Hill,691,,2016,22,781,711,Active,,,https://www.redfin.com/WA/Seattle/1321-Seneca-St-98101/unit-802/home/113995750,NWMLS as Distributed by MLS Grid,2274559,N,Y,47.6118236,-122.3233045
MLS Listing,,Condo/Co-op,909 5th Ave #2103,Seattle,WA,98104,715000,1,1.5,Downtown,979,9525,2008,23,730,1219,Active,,,https://www.redfin.com/WA/Seattle/909-5th-Ave-98164/unit-2103/home/17381958,NWMLS as Distributed by MLS Grid,2306444,N,Y,47.6062753,-122.332007
MLS Listing,,Single Family Residential,2316 NE 85th St,Seattle,WA,98115,840000,1,1.0,Wedgwood,3420,12760,1914,24,246,,Active,,,https://www.redfin.com/WA/Seattle/2316-NE-85th-St-98115/home/145235902,NWMLS as Distributed by MLS Grid,2305488,N,Y,47.6904526,-122.3033986
MLS Listing,,Condo/Co-op,1101 17th #205,Seattle,WA,98122,315000,1,1.0,Capitol Hill,450,,1928,24,700,573,Active,,,https://www.redfin.com/WA/Seattle/1101-17th-Ave-98122/unit-205/home/2146,NWMLS as Distributed by MLS Grid,2306275,N,Y,47.6117097,-122.3105801
MLS Listing,,Condo/Co-op,121 Stewart St #1803,Seattle,WA,98101,750000,1,1.0,Downtown,841,,2021,27,892,903,Active,,,https://www.redfin.com/WA/Seattle/121-Stewart-St-98101/unit-1803/home/175699688,NWMLS as Distributed by MLS Grid,2304233,N,Y,47.6106852,-122.3406126
MLS Listing,,Condo/Co-op,500 Aloha St #303,Seattle,WA,98109,379000,1,1.0,Queen Anne,593,16283,1992,28,639,468,Active,,,https://www.redfin.com/WA/Seattle/500-Aloha-St-98109/unit-303/home/39275,NWMLS as Distributed by MLS Grid,2298858,N,Y,47.627407,-122.3470247
MLS Listing,,Single Family Residential,12007 56th Pl S,Seattle,WA,98178,279990,1,1.0,Seattle,610,7994,1937,28,459,,Active,,,https://www.redfin.com/WA/Seattle/12007-56th-Pl-S-98178/home/195934,NWMLS as Distributed by MLS Grid,2305742,N,Y,47.4953288,-122.2670589
MLS Listing,,Condo/Co-op,737 Olive Way #3509,Seattle,WA,98101,1299000,1,2.0,Downtown,1364,,2009,28,952,1256,Active,,,https://www.redfin.com/WA/Seattle/737-Olive-Way-98101/unit-3509/home/39909724,NWMLS as Distributed by MLS Grid,2303998,N,Y,47.6137059,-122.334288
MLS Listing,,Condo/Co-op,76 Cedar St #605,Seattle,WA,98121,550000,1,1.5,Belltown,918,,2008,28,599,832,Active,,,https://www.redfin.com/WA/Seattle/76-Cedar-St-98121/unit-605/home/12538268,NWMLS as Distributed by MLS Grid,2304751,N,Y,47.6154974,-122.3515229
MLS Listing,,Condo/Co-op,76 Cedar St #306,Seattle,WA,98121,375900,1,1.0,Belltown,685,,2008,28,549,599,Active,,,https://www.redfin.com/WA/Seattle/76-Cedar-St-98121/unit-306/home/12538276,NWMLS as Distributed by MLS Grid,2305241,N,Y,47.6154974,-122.3515229
MLS Listing,,Condo/Co-op,3318 30th Ave SW Unit B203,Seattle,WA,98126,310000,1,1.0,Alki,646,,2000,29,480,540,Active,November-24-2024 12:00 PM,November-24-2024 02:00 PM,https://www.redfin.com/WA/Seattle/3318-30th-Ave-SW-98126/unit-B203/home/168628787,NWMLS as Distributed by MLS Grid,2304942,N,Y,47.5730027,-122.3711337
MLS Listing,,Condo/Co-op,201 Galer St #502,Seattle,WA,98109,1495000,1,2.0,Queen Anne,1432,,1908,29,1044,1589,Active,,,https://www.redfin.com/WA/Seattle/201-Galer-St-98109/unit-502/home/8190185,NWMLS as Distributed by MLS Grid,2303849,N,Y,47.6320735,-122.35198
MLS Listing,,Condo/Co-op,800 Columbia St #1606,Seattle,WA,98104,490000,1,1.0,Downtown,601,,2023,29,815,631,Active,,,https://www.redfin.com/WA/Seattle/800-Columbia-St-98104/unit-1606/home/193298554,NWMLS as Distributed by MLS Grid,2305269,N,Y,47.6066658,-122.3271698
MLS Listing,,Condo/Co-op,2510 6th Ave #3107,Seattle,WA,98121,678000,1,1.0,Denny Triangle,564,,2021,29,1202,556,Active,,,https://www.redfin.com/WA/Seattle/2510-6th-Ave-98121/unit-3107/home/193302491,NWMLS as Distributed by MLS Grid,2304883,N,Y,47.6182832,-122.344644
MLS Listing,,Condo/Co-op,2911 2nd Ave #813,Seattle,WA,98121,450000,1,1.0,Belltown,603,,2009,29,746,569,Active,,,https://www.redfin.com/WA/Seattle/2911-2nd-Ave-98121/unit-813/home/190491538,NWMLS as Distributed by MLS Grid,2305018,N,Y,47.6176125,-122.3523057
MLS Listing,,Condo/Co-op,800 Columbia St #2107,Seattle,WA,98104,699000,1,1.0,First Hill,834,,2023,30,838,877,Active,,,https://www.redfin.com/WA/Seattle/800-Columbia-St-98104/unit-2107/home/193276332,NWMLS as Distributed by MLS Grid,2304290,N,Y,47.6066658,-122.3271698
MLS Listing,,Condo/Co-op,5450 Leary Ave NW #245,Seattle,WA,98107,438000,1,1.0,Ballard,680,,2007,30,644,474,Active,,,https://www.redfin.com/WA/Seattle/5450-Leary-Ave-NW-98107/unit-245/home/22409931,NWMLS as Distributed by MLS Grid,2304188,N,Y,47.6679047,-122.3832003
MLS Listing,,Condo/Co-op,4343 Roosevelt Way NE #407,Seattle,WA,98105,440000,1,1.0,University District,801,,1996,32,549,539,Active,,,https://www.redfin.com/WA/Seattle/4343-Roosevelt-Way-NE-98105/unit-407/home/32014,NWMLS as Distributed by MLS Grid,2302661,N,Y,47.6606289,-122.3180337
MLS Listing,,Condo/Co-op,1620 Belmont Ave #423,Seattle,WA,98122,355000,1,1.0,Capitol Hill,510,34162,2005,32,696,465,Active,,,https://www.redfin.com/WA/Seattle/1620-Belmont-Ave-98122/unit-423/home/12092075,NWMLS as Distributed by MLS Grid,2303544,N,Y,47.6160731,-122.3241699
MLS Listing,,Condo/Co-op,1221 Harbor Ave SW #105,Seattle,WA,98116,595000,1,1.0,Alki,776,,1976,33,767,480,Active,,,https://www.redfin.com/WA/Seattle/1221-Harbor-Ave-SW-98116/unit-105/home/34489,NWMLS as Distributed by MLS Grid,2303305,N,Y,47.5925399,-122.3832899
MLS Listing,,Condo/Co-op,905 Cherry St #703,Seattle,WA,98104,375000,1,1.0,First Hill,476,,1969,34,788,469,Active,,,https://www.redfin.com/WA/Seattle/905-Cherry-St-98104/unit-703/home/12091876,NWMLS as Distributed by MLS Grid,2303709,N,Y,47.6062261,-122.3250061
MLS Listing,,Condo/Co-op,800 Columbia St #1801,Seattle,WA,98104,650000,1,1.0,First Hill,589,,2023,35,1104,620,Active,,,https://www.redfin.com/WA/Seattle/800-Columbia-St-98104/unit-1801/home/188632194,NWMLS as Distributed by MLS Grid,2301206,N,Y,47.6067442,-122.3271536
MLS Listing,,Condo/Co-op,8501 12th Ave NW #406,Seattle,WA,98117,375000,1,1.0,Crown Hill,829,,1980,36,452,442,Active,,,https://www.redfin.com/WA/Seattle/8501-12th-Ave-NW-98117/unit-406/home/65842,NWMLS as Distributed by MLS Grid,2301876,N,Y,47.6909644,-122.371777
MLS Listing,,Condo/Co-op,1760 NW 56th St #608,Seattle,WA,98107,565000,1,1.0,Ballard,759,,2016,36,744,556,Active,November-24-2024 11:00 AM,November-24-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1760-NW-56th-St-98107/unit-608/home/109663309,NWMLS as Distributed by MLS Grid,2303036,N,Y,47.6695995,-122.3812494
MLS Listing,,Condo/Co-op,303 E Pike St #304,Seattle,WA,98122,474999,1,1.0,First Hill,758,,1998,36,627,740,Active,,,https://www.redfin.com/WA/Seattle/303-E-Pike-St-98122/unit-304/home/40039,NWMLS as Distributed by MLS Grid,2302775,N,Y,47.61611,-122.311973
MLS Listing,,Condo/Co-op,1415 2nd Ave #2206,Seattle,WA,98101,519950,1,1.0,Downtown,670,,1991,36,776,708,Active,,,https://www.redfin.com/WA/Seattle/1415-2nd-Ave-98101/unit-2206/home/51350,NWMLS as Distributed by MLS Grid,2302849,N,Y,47.608704,-122.3386233
